State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference
Arizona,Regional,Coconino,3/20/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,143476,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770089
Arizona,Regional,Graham,3/20/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,38837,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770090
Arizona,Regional,Maricopa,3/20/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,4485414,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770091
Arizona,Regional,Navajo,3/20/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,110924,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770092
Arizona,Regional,Pinal,3/20/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa,",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,447138,https://censusreporter.org/profiles/05000US04021-pinal-county-az/
Arizona,Regional,Phoenix,3/17/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Tucson mayor Regina Romero declared a local emergency on March 17,[18] ordering many businesses to close, limiting restaurants to drive-thru and takeout. The emergency proclamation was released on the afternoon of St. Patrick's Day, one of the busiest dri",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,1660272,https://www.census.gov/quickfacts/phoenixcityarizona
Arizona,Regional,Tucson,3/17/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Tucson mayor Regina Romero declared a local emergency on March 17,[18] ordering many businesses to close, limiting restaurants to drive-thru and takeout. The emergency proclamation was released on the afternoon of St. Patrick's Day, one of the busiest dri",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,2020-04-10,545975,https://www.census.gov/quickfacts/tucsoncityarizona
Arkansas,State-wide,Arkansas,3/11/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 11, Governor Asa Hutchinson declared a public health emergency in response to the first presumptive case in the state",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,3017804,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769913
Arkansas,State-wide,Arkansas,3/17/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 15, Hutchinson reported during a press conference that all public schools in the state would be closing starting on March 17.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,3017804,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769914
Arkansas,State-wide,Arkansas,3/19/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 19, Hutchinson extended public school closures until April 17 and ordered restaurants and bars to offer take-out services only.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,3017804,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769915
Arkansas,Regional,Grant,3/12/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,18265,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770094
Arkansas,Regional,Jefferson,3/12/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,66824,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770095
Arkansas,Regional,Pulaski,3/12/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,391911,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770096
Arkansas,Regional,Saline,3/12/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,122437,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770097
California,State-wide,California,3/12/20,NA,NA,NA,Banned gatherings of a certain size,250,NA,NA,NA,"On March 12, Governor Newsom announced that mass gatherings over 250 people were banned until the end of March. He also issued an order to permit the state to commandeer hotels and medical facilities to treat coronavirus patients. In Santa Clara County, a",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,39512223,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769916
California,State-wide,California,3/19/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 19, Governor Newsom announced a statewide stay at home order with all residents except those working in essential occupations urged to stay at home.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-10,39512223,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769917
California,State-wide,California,3/4/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 4, when 53 cases had been confirmed within the state and there had been one fatality, Governor Gavin Newsom declared a state of emergency",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-10,39512223,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769918
California,Regional,Alameda,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1671329,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770098
California,Regional,Contra Costa,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1153526,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770099
California,Regional,Contra Costa,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1153526,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770100
California,Regional,Marin,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,258826,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770101
California,Regional,Marin,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,258826,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770102
California,Regional,Placer,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,398329,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770103
California,Regional,Sacramento,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1552058,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770104
California,Regional,San Diego,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,3338330,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770105
California,Regional,San Francisco,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,881549,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770106
California,Regional,San Joaquin,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,762148,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770107
California,Regional,San Luis Obispo,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,283111,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770108
California,Regional,San Mateo,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,766573,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770109
California,Regional,Santa Clara,3/17/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning mid",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1927852,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770110
California,Regional,Santa Clara,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,1927852,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770111
California,Regional,Santa Cruz County,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,273213,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770112
California,Regional,Solano,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,447643,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770113
California,Regional,Antioch,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10,111535,https://www.census.gov/quickfacts/antiochcitycalifornia
California,Regional,Alta Loma Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Chaffey Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Etiwanda school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Fontana Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Los Alamitos Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Los Angeles Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Oakland school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Ontario-Montclair Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
California,Regional,Washington Unified school district,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,NA,NA
Colorado,State-wide,Colorado,3/26/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,These jurisdictions rescinded their orders in favor of the statewide order on March 26.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,5758736,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769919
Colorado,State-wide,Colorado,3/18/20,NA,NA,NA,Banned gatherings of a certain size,50,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Govenor Jared Polis expanded the closures by ordering a state-wide closure of dine-in services, gyms, casinos, and theaters. and ""On March 18, Governor Jared Polis closed schools until April 17 and banned gatherings of more than 10 people for the followin",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado#Government_response,2020-04-11,5758736,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769920
Colorado,State-wide,Colorado,3/10/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 10, Governor Polis declared a state of disaster emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,5758736,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769921
Colorado,Regional,Adams,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,517421,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770114
Colorado,Regional,Arapahoe,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,656590,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770115
Colorado,Regional,Boulder County,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,326196,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770116
Colorado,Regional,Broomfield,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,70465,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770117
Colorado,Regional,Douglas,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,351154,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770118
Colorado,Regional,Jefferson,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,582881,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770119
Colorado,Regional,Larimer,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,356899,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770120
Colorado,Regional,Pitkin County,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-11,17767,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770121
Colorado,Regional,San Miguel,3/18/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,San Miguel County imposed a stay-at-home order effective March 18 through April 3 at the earliest.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,8179,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770122
Colorado,Regional,Weld,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-11,324492,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770123
Colorado,Regional,City of Boulder,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-11,107353,https://www.census.gov/quickfacts/bouldercitycolorado
Colorado,Regional,City of Denver,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,2020-04-11,716492,https://www.census.gov/quickfacts/denvercitycolorado
