,State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference,Coverage.county.FIPS,Coverage.city.FIPS,population_reference.1,Unnamed: 0.1,Face Covering Requirements,Details (if any) 
47,California,Regional,Solano,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,4/10/20,447643,6.0,95,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770113,,,
48,California,Regional,Antioch,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,4/10/20,111535,6.0,,2252.0,https://www.census.gov/quickfacts/antiochcitycalifornia,,,
49,California,Regional,Alta Loma Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,6000,,,,"https://www.alsd.k12.ca.us/#:~:text=Located%20in%20the%20foothill%20community,an%20additional%20450%2B%20support%20staff.",,,
50,California,Regional,Chaffey Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,25000,,,,http://cjuhsd-ca.schoolloop.com/,,,
51,California,Regional,Etiwanda school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,39803,,,,"https://www.point2homes.com/US/Neighborhood/CA/San-Bernardino-County/Rancho-Cucamonga/Etiwanda-Demographics.html#:~:text=Etiwanda%20is%20an%20area%20in,Etiwanda%20and%2019%2C637%20female%20residents.",,,
52,California,Regional,Fontana Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,37135,,,,"https://www.publicschoolreview.com/california/fontana-unified-school-district/613920-school-district#:~:text=For%20the%202020%20school%20year,School%20District%2C%20serving%2037%2C135%20students.",,,
53,California,Regional,Los Alamitos Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,9833,,,,"https://www.niche.com/k12/d/los-alamitos-unified-school-district-ca/#:~:text=Los%20Alamitos%20Unified%20School%20District%20is%20a%20top%20rated%2C%20public,math%20and%2081%25%20in%20reading.",,,
54,California,Regional,Los Angeles Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,734641,,,,https://en.wikipedia.org/wiki/Los_Angeles_Unified_School_District,,,
55,California,Regional,Oakland school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,37075,,,,https://en.wikipedia.org/wiki/Oakland_Unified_School_District,,,
56,California,Regional,Ontario-Montclair Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,24000,,,,"https://en.wikipedia.org/wiki/Ontario-Montclair_School_District#:~:text=Ontario%2DMontclair%20School%20District%20is,Joint%20Union%20High%20School%20District.",,,
57,California,Regional,Washington Unified school district,03-13-2020,,,,,,Schools closed,,,"On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Onta",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,2020-04-10 16:26:54,7900,,,,"https://www.wusd.k12.ca.us/About-WUSD/#:~:text=Washington%20Unified%20School%20District%20serves,employees%20and%20350%20classified%20employees.",,,
58,Colorado,State-wide,Colorado,03-26-2020,,,Shelter-in-place order,,,,,,These jurisdictions rescinded their orders in favor of the statewide order on March 26.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,5758736,8.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769919,,,
59,Colorado,State-wide,Colorado,03-18-2020,,,,Banned gatherings of a certain size,50.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Govenor Jared Polis expanded the closures by ordering a state-wide closure of dine-in services, gyms, casinos, and theaters. and ""On March 18, Governor Jared Polis closed schools until April 17 and banned gatherings of more than 10 people for the followin",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado#Government_response,4/11/20,5758736,8.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769920,,,
60,Colorado,State-wide,Colorado,03-10-2020,State of Emergency declared,,,,,,,,"On March 10, Governor Polis declared a state of disaster emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,5758736,8.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769921,,,
61,Colorado,Regional,Adams,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,517421,8.0,1,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770114,,,
62,Colorado,Regional,Arapahoe,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,656590,8.0,5,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770115,,,
63,Colorado,Regional,Boulder County,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,326196,8.0,13,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770116,,,
64,Colorado,Regional,Broomfield,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,70465,8.0,14,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770117,,,
65,Colorado,Regional,Douglas,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,351154,8.0,35,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770118,,,
66,Colorado,Regional,Jefferson,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,582881,8.0,59,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770119,,,
67,Colorado,Regional,Larimer,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,356899,8.0,69,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770120,,,
68,Colorado,Regional,Pitkin County,03-23-2020,,,Shelter-in-place order,,,,,,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,4/11/20,17767,8.0,97,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770121,,,
69,Colorado,Regional,San Miguel,03-18-2020,,,Shelter-in-place order,,,,,,San Miguel County imposed a stay-at-home order effective March 18 through April 3 at the earliest.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,8179,8.0,113,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770122,,,
70,Colorado,Regional,Weld,03-25-2020,,,Shelter-in-place order,,,,,,"On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17. and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larim",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,324492,8.0,123,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770123,,,
71,Colorado,Regional,City of Boulder,03-23-2020,,,Shelter-in-place order,,,,,,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,4/11/20,107353,8.0,,7850.0,https://www.census.gov/quickfacts/bouldercitycolorado,,,
72,Colorado,Regional,City of Denver,03-23-2020,,,Shelter-in-place order,,,,,,"On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,4/11/20,716492,8.0,,20000.0,https://www.census.gov/quickfacts/denvercitycolorado,,,
73,Connecticut,State-wide,Connecticut,03-10-2020,State of Emergency declared,,,,,,,,"On March 10, governor Ned Lamont declared a civil preparedness and public health emergency in response to the coronavirus.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,4/11/20,3565287,9.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769922,,,
74,Connecticut,State-wide,Connecticut,03-13-2020,,,,,,Schools closed,,,"On March 13, governor Lamont ordered all schools to close after March 16 until at least March 31",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,4/11/20,3565287,9.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769923,,,
75,Delaware,State-wide,Delaware,03-23-2020,,,Shelter-in-place order,,,,,,"On March 23, Governor John Carney has issued the stay-at-home order to stop the spread of COVID-19. All non-essential businesses have been ordered to close.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,4/11/20,973764,10.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769924,,,
76,Delaware,State-wide,Delaware,03-12-2020,State of Emergency declared,,,,,,,,"On March 12, Delaware Governor John Carney declared a state of emergency.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,4/11/20,973764,10.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769925,,,
77,Delaware,State-wide,Delaware,03-13-2020,,,,,,Schools closed,,,"Late on March 13, Governor Carney closed all Delaware Public Schools from March 16 to March 27.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,4/11/20,973764,10.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769926,,,
78,Florida,State-wide,Florida,04-01-2020,,,Shelter-in-place order,,,,,,"On April 1, Governor DeSantis issued a statewide stay-at-home order effective April 2 until April 30.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,21477737,12.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769927,,,
79,Florida,State-wide,Florida,03-17-2020,,,,,,Schools closed,,Some (cherry-picked) businesses closed,"On March 17, he ordered all bars and nightclubs to be closed for 30 days, extended school closures to April 15, and cancelled state-mandated school testing.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,4/11/20,21477737,12.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769928,,,
80,Florida,State-wide,Florida,03-01-2020,State of Emergency declared,,,,,,,,"On March 1, Governor DeSantis declared a public health emergency after two cases were confirmed in Manatee County and Hillsborough County.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,4/11/20,21477737,12.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769929,,,
81,Florida,State-wide,Florida,03-24-2020,,Travel restrictions for out of state travelers,,,,,,,"On March 27, DeSantis expanded a previous order requiring airline travelers from New York City to self-quarantine for fourteen days to include people who enter from Louisiana via Interstate 10. and ""The recommendation follows an order that took effect Tue",https://www.usatoday.com/story/travel/airline-news/2020/03/24/new-york-travelers-told-self-quarantine-coronavirus-covid-19/2913222001/ and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,4/11/20,21477737,12.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769930,,,
82,Florida,Regional,Alachua,03-24-2020,,,Shelter-in-place order,,,,,,"On March 23, Miami Beach issued a stay-at-home order effective March 24. and ""Alachua County issued a stay-at-home order effective March 24 until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,269043,12.0,1,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770124,,,
83,Florida,Regional,Broward,03-27-2020,,,Shelter-in-place order,,,,,,"On March 26, Broward County issued a stay-at-home order effective March 27 until further notice. and ""Hillsborough County issued a ""safer-at-home order"" effective March 27"" and ""Coral Springs issued a stay-at-home order effective March 27 until further no",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1952778,12.0,11,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770125,,,
84,Florida,Regional,Broward,03-30-2020,,,Shelter-in-place order,,,,,,"Delray Beach issued a shelter-in-place order effective March 30 through April 16. and ""On March 30, Governor DeSantis issued a stay-at-home order for Miami-Dade, Broward, Palm Beach, and Monroe counties in southeast Florida effective until mid-May.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,1952778,12.0,11,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770126,,,
85,Florida,Regional,Gadsden,03-28-2020,,,Shelter-in-place order,,,,,,"Boca Raton issued a stay-at-home order effective March 28 until further notice. and "" Miramar issued a ""safer-at-home order"" effective March 28."" and ""On March 27, Fort Lauderdale issued a stay-at-home order effective March 28 until April 17."" and ""Gadsde",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/11/20,45660,12.0,39,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770127,,,
