,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
91,5/15/2020 0:33:38,Texas,05-01-2020,State-wide,,Travel restrictions for out of state travelers lifted,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Beginning May 1, the mandatory 14-day quarantine period is no longer required for travelers from Louisiana. It remains in place for travelers from California, Connecticut, New York, New Jersey and Washington state, as well as the cities of Atlanta, Chicago, Detroit and Miami."" and """"All retail stores, restaurants, movie theaters and malls were allowed to reopen May 1, with limited capacity.""""",https://www.npr.org/847415273 and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,91.0,
92,5/15/2020 0:29:45,Utah,05-01-2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,20.0,,Bar and dine-in restaurant open with extra requirements,Non-essential businesses allowed to operate possibly with extra requirements,"""The state moved from the ""high risk"" phase to the ""moderate phase"" of its recovery timeline on May 1. "" and ""Previously closed businesses like gyms, bars and personal care services can reopen if they exercise strict precautions. Dine-in services can resume if restaurants meet specific distancing and hygiene requirements, though takeout and delivery are encouraged."" and ""Private social interactions are allowable in groups of 20 or fewer in the moderate-risk phase,""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,92.0,
93,5/15/2020 0:29:45,Utah,05-16-2020,Selected counties (most of state),,,,Banned gatherings of a certain size,50.0,,,,"""Herbert announced that much of the state will move into the ""low risk"" phase on May 16""  and ""In the yellow or low-risk phase, most residents are no longer asked to ""leave home infrequently."" While schools remain closed, opportunities for driver's education will reopen. The gathering limit for private social interactions grows from 20 to 50 people. """,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,93.0,
94,5/11/2020 14:56:24,Vermont,04-20-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The Agency of Commerce and Community Development has issued guidance authorizing certain outdoor businesses, construction operations and professional services to operate if they can meet specific safety requirements, beginning April 20."" and ""An executive order requires the use of cloth face coverings in public ""wherever close contact is unavoidable,"" including while using public transit and ride-sharing services, beginning April 20.""",https://www.npr.org/847331283#vermont,94.0,Face covering requirements for the public (non-workers) in certain situations
95,5/11/2020 14:57:43,Vermont,04-24-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The order also allows additional operations to reopen, provided they can comply with the outlined measures. Certain manufacturing, distributing and construction operations can resume with a maximum of five workers per location. Outdoor retail space can allow in-person shopping with a maximum of 10 people present. Upon approval from local municipalities, farmers' markets may reopen beginning May 1 with specific restrictions in place.""",https://www.npr.org/847331283#vermont,95.0,
96,5/11/2020 14:58:32,Vermont,05-04-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Scott announced that effective May 4, crews of 10 people or fewer can perform outdoor and construction work in unoccupied job sites. Manufacturing and distribution operations may resume with a maximum of 10 employees in any one location. Effective May 11, manufacturing, construction and distribution operations may restart with ""as few employees as necessary to permit full operations"" if they meet all health and safety requirements and develop enhanced training programs.""",https://www.npr.org/847331283#vermont,96.0,
97,5/11/2020 14:45:07,Virginia,05-01-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Northam announced that non-emergency surgeries and dental procedures can resume beginning May 1, and must adhere to safety and supply guidelines.""",https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state,97.0,
98,5/11/2020 14:45:07,Virginia,05-15-2020,Selected counties (most of state),,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Ralph Northam, a Democrat, announced that most of Virginia would begin its first phase of reopening starting May 15, when salons could open by appointment and restaurants and bars could allow outdoor dining. The reopening excludes northern Virginia, near Washington, D.C., which is expected to be shut down until at least May 28.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,98.0,
99,5/11/2020 14:40:47,Washington,05-05-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Inslee signed an executive order on May 4 implementing the state's ""Safe Start"" recovery plan. The plan allows smaller counties to apply for a variance from the order, enabling them to loosen some restrictions. Washington entered the first phase of gradual reopening on May 5.""",https://www.npr.org/847416108,99.0,
100,5/11/2020 14:40:47,Washington,05-11-2020,Selected counties (based on specific metrics),,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""For counties in Phase 2, limited in-store retail and additional manufacturing operations can resume effective May 12, in line with industry-specific guidance."" and ""For counties in Phase 2, personal care and professional services can resume as of May 13, in line with state guidance."" and ""For counties in Phase 2, additional outdoor recreation activities may resume as of May 14 in line with guidance. Permitted activities include guided ATV, paddle sports and horseback riding, tennis, guided fishing, go-carting, ORV/motocross and participant-only motorsports."" and ""Inslee issued guidance for partially reopening the dine-in restaurant and tavern industry in counties granted variance to enter Phase 2, effective May 11.""",https://www.npr.org/847416108,100.0,
101,5/11/2020 14:34:06,West Virginia,04-30-2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On April 29, Justice announced that the first phase of reopening would officially begin the following day."" and ""Under the Safer at Home order, people are ""strongly encouraged"" to remain in their homes, especially if they are elderly or medically vulnerable. Some businesses and services can resume limited operations. Public gatherings of larger than 25 people are prohibited.""",https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state,101.0,
102,5/11/2020 14:34:06,West Virginia,05-04-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Since the Week 2 phase began on May 4, small businesses, personal care service businesses, outdoor restaurant dining and in-person religious services can reopen in compliance with strict guidelines.""",https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state,102.0,
103,5/11/2020 12:00:38,Wisconsin,04-27-2020,State-wide,,,,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"“An April 27 executive order further eases restrictions on certain businesses. Nonessential businesses can do curbside drop-offs of goods and animals. Rentals of outdoor recreational vehicles like boats and golf carts can resume, and automatic and self-service car washes can operate. All of the businesses must operate ""free of contact with customers"" by taking payments online or by phone; they must also follow disinfecting practices.”",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state#wisconsin,103.0,
104,5/11/2020 12:00:38,Wisconsin,05-13-2020,State-wide,,,Shelter-in-place order lifted,,,,,,"""The state Supreme Court struck down Gov. Tony Evers's stay-at-home order on May 13, in a ruling that appeared to be effective immediately.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state#wisconsin,104.0,
105,5/11/2020 11:40:49,Wyoming,05-01-2020,State-wide,,,,Banned gatherings of a certain size,10.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Public health orders effective May 1 allow gyms, barber shops, hair salons and other personal care services to reopen under certain conditions. Child care and home day care centers may also operate with specific precautions. Businesses that choose to remain closed will still be eligible for Small Business Administration assistance."" and ""These include limiting groups of people to fewer than 10 per room and implementing screening and cleaning protocols. """,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state and https://governor.wyo.gov/media/news-releases/2020-news-releases/governor-gordon-authorizes-re-opening-of-gyms-personal-care-services-under,105.0,
106,5/11/2020 11:40:49,Wyoming,05-08-2020,State-wide,,Travel restrictions for out of state travelers lifted,,,,,,,"""Beginning May 8, out-of-state travelers are no longer required to self-quarantine, though they are urged to be careful.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,106.0,
107,5/11/2020 11:40:49,Wyoming,05-15-2020,State-wide,,,,Banned gatherings of a certain size,25.0,,,,"""A modified public health order effective May 15 eases restrictions on certain businesses and increases the maximum gathering size to 25 people.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,107.0,
