"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"233","New Hampshire",58,"5/23/2020 8:43:12","05-11-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""As of May 11, private and public golf courses can open for residents and club members, in accordance with health guidelines. Barbers and hair salons can start offering limited services by appointment only. Retail locations can open at 50% occupancy and subject to strict guidelines. Drive-in movie theaters can resume operations.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey",58,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"234","New Hampshire",78,"4/14/2020 14:17:08","03-15-2020","State-wide","","","","",NA,"Schools closed","","","""Over the next few days, more measures to limit the spread of the virus were announced including the closure of K-12 public schools on March 15, 2020, ...""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire",NA,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"235","New Hampshire",240,"4/14/2020 14:18:30","03-27-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 26, 2020 Governor Sununu announced a stay-at-home order going into effect the following day at midnight requiring the closure of all non-essential in-person businesses.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire",NA,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"236","New Hampshire",55,"4/14/2020 14:16:21","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 13, 2020, with the seventh case reported in the state, Governor Chris Sununu declared a state of emergency, which limited visitors to assisted living and long-term care facilities, and suspended out-of-state trips for state employees. ""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire",NA,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"237","New Hampshire",57,"5/23/2020 8:42:35","05-04-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Under the revised stay-at-home order, campgrounds can open to New Hampshire residents and at limited capacity beginning May 4.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey",57,"",1359711,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"238","New Jersey",14,"4/14/2020 14:19:19","03-09-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 9, Governor Phil Murphy declared a state of emergency.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response",NA,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"239","New Jersey",60,"5/23/2020 8:40:49","05-13-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Phil Murphy, a Democrat, has allowed limited reopenings for certain businesses and industries, but the state remains largely locked down. A May 13 executive order permits car gatherings for drive-through and drive-in events, effective immediately. It also allows the resumption of nonessential construction, and curbside pickup at nonessential retail businesses, effective 6:00 a.m. on May 18.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey",60,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"240","New Jersey",153,"4/14/2020 14:24:57","03-21-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""Governor Murphy announced a statewide stay-at-home order that all non-essential businesses in the state would be closed indefinitely by 9 p.m. on the 21st.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response",NA,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"241","New Jersey",69,"4/14/2020 14:21:56","03-14-2020","Hoboken","","","Night-time curfew","",NA,"","","","""On March 14, the mayor of Hoboken declared a mandatory nightly curfew""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response",NA,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"242","New Jersey",98,"4/14/2020 14:23:21","03-16-2020","State-wide","","","Night-time curfew","Banned gatherings of a certain size",50,"","Bar and dine-in restaurant closed (except take-out and delivery)","Some (cherry-picked) businesses closed","""Gatherings of 50 or more people were prohibited, in line with federal guidelines. Governor Murphy suggested a statewide curfew of 8 p.m. All bars, casinos, gyms, movie theaters, and restaurants were closed indefinitely on the 16th at 8 p.m., though bars and restaurants were allowed to remain open for delivery or takeout only. ""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response",NA,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"243","New Jersey",20,"4/14/2020 14:20:33","03-10-2020","State-wide","","","","",NA,"Schools closed","","","""A day later, schools and universities began closing and switching classes to online. ""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response",NA,"",8882190,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"244","New Mexico",196,"4/14/2020 14:28:06","03-24-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""March 23: Governor Grisham announced a statewide stay-at-home order that requires 100% of non-essential business workforce to work from home effective March 24.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Mexico",NA,"",2096829,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"245","New Mexico",61,"5/23/2020 8:22:24","05-16-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Houses of worship can operate at 25% capacity. Individuals are required to wear face masks in public settings, effective statewide May 16.""","https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state",61,"Face covering requirements for the public (non-workers) in certain situations",2096829,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"246","New Mexico",26,"4/14/2020 14:27:03","03-11-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 11, Governor Michelle Lujan Grisham declared a state of emergency.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403",NA,"",2096829,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"247","New Mexico",63,"5/30/2020 10:28:56","05-06-2020","State-wide","","","","",NA,"","","","""Beginning May 6, all large grocery and retail spaces, and all restaurants operating curbside and delivery service, must require employees to wear face coverings in the workplace. This order applies to all essential businesses operating as retail space, regardless of size, beginning May 11. ""","https://www.npr.org/847416108",63,"Face covering requirements for some workers",2096829,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"248","New Mexico",62,"5/30/2020 10:27:59","05-27-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","","""Restaurants in most of the state can open limited outdoor dine-in service beginning May 27.""","https://www.npr.org/847416108",62,"",2096829,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"249","New York",9,"4/14/2020 14:29:38","03-07-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 7, Governor Andrew Cuomo declared a state of emergency.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response",NA,"",19453561,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"250","New York",120,"4/14/2020 14:36:48","03-17-2020","New York City","","","","",NA,"","Bar and dine-in restaurant closed (except take-out and delivery)","","""New York City Mayor de Blasio also announced that all schools, bars, and restaurants in the city were to be closed starting 9 a.m. on March 17, except for food takeout and delivery.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response",NA,"",19453561,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"251","New York",10,"4/14/2020 14:30:17","03-08-2020","Scarsdale","","","","",NA,"Schools closed","","","""A number of schools and school districts announced closings or schedule modifications by March 8 due to the virus."" and ""Columbia, Hofstra and Yeshiva universities canceled classes, and public schools in the suburb of Scarsdale will close for the week.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response and https://www.nytimes.com/2020/03/09/nyregion/coronavirus-new-york.html",NA,"",19453561,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
